"Position","Nickname","Species","Nature","Gender","ESV","HP_Type","Ability","Move1","Move2","Move3","Move4","HeldItem","HP","ATK","DEF","SPA","SPD","SPE","MetLoc","EggLoc","Ball","OT","Version","OTLang","Legal","EncounterType","EC","PID","IV_HP","IV_ATK","IV_DEF","IV_SPA","IV_SPD","IV_SPE","EXP","Level","EV_HP","EV_ATK","EV_DEF","EV_SPA","EV_SPD","EV_SPE","Cool","Beauty","Cute","Smart","Tough","Sheen","NotOT","AbilityNum","GenderFlag","Form","PokerusStrain","PokerusDays","MetLevel","OriginalTrainerGender","FatefulEncounter","IsEgg","IsNicknamed","IsShiny","TID16","SID16","TSV","Move1_PP","Move2_PP","Move3_PP","Move4_PP","Move1_PPUp","Move2_PPUp","Move3_PPUp","Move4_PPUp","Relearn1","Relearn2","Relearn3","Relearn4","Checksum","Friendship","EggYear","EggMonth","EggDay","MetYear","MetMonth","MetDay"
"main @ [17] (Box 17)-18: 0908 - マスカーニャ - AB0EC2A3C778.pk9","マスカーニャ","マスカーニャ","いじっぱり","F","4048","あく","へんげんじざい","トリックフラワー","ふいうち","トリプルアクセル","とんぼがえり","こだわりスカーフ","294","350","176","178","176","345","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","True","Egg","C2A3C778","DADA27D6","31","31","31","31","31","31","1059860","100","6","252","0","0","0","252","0","0","0","0","0","0","i","4","1","0","0","0","1","0","False","False","False","False","4120","43968","3005","16","8","16","32","3","3","3","3","ひっかく","しっぽをふる","このは","(なし)","43790","255","2026","5","14","2026","5","14"
"main @ [17] (Box 17)-14: 0908 - マスカーニャ - CFE862002914.pk9","マスカーニャ","マスカーニャ","いじっぱり","M","0382","あく","へんげんじざい","トリックフラワー","はたきおとす","トリプルアクセル","ふいうち","きあいのタスキ","294","350","176","178","176","345","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","True","Egg","62002914","8DA19A4E","31","31","31","31","31","31","1059860","100","6","252","0","0","0","252","0","0","0","0","0","0","i","4","0","0","0","0","1","0","False","False","False","False","4120","43968","3005","16","32","16","8","3","3","3","3","ひっかく","しっぽをふる","このは","(なし)","53224","255","2026","5","14","2026","5","14"
"main @ [17] (Box 17)-17: 0908 - マスカーニャ - C723A75CA7D3.pk9","マスカーニャ","マスカーニャ","いじっぱり","F","3569","あく","へんげんじざい","トリックフラワー","はたきおとす","トリプルアクセル","ふいうち","きあいのタスキ","294","350","176","178","176","345","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","True","Egg","A75CA7D3","A91A760E","31","31","31","31","31","31","1059860","100","6","252","0","0","0","252","0","0","0","0","0","0","i","4","1","0","0","0","1","0","False","False","False","False","4120","43968","3005","16","32","16","8","3","3","3","3","ひっかく","しっぽをふる","このは","(なし)","50979","255","2026","5","14","2026","5","14"
"main @ [17] (Box 17)-16: 0908 - マスカーニャ - 1F8DD93DE9FD.pk9","マスカーニャ","マスカーニャ","いじっぱり","F","1529","あく","へんげんじざい","トリックフラワー","はたきおとす","トリプルアクセル","とんぼがえり","こだわりスカーフ","294","350","176","178","176","345","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","True","Egg","D93DE9FD","DF998001","31","31","31","31","31","31","1059860","100","6","252","0","0","0","252","0","0","0","0","0","0","i","4","1","0","0","0","1","0","False","False","False","False","4120","43968","3005","16","32","16","32","3","3","3","3","ひっかく","しっぽをふる","このは","(なし)","8077","255","2026","5","14","2026","5","14"
"main @ [17] (Box 17)-03: 0908 - マスカーニャ - 8B1D95625F6D.pk9","マスカーニャ","マスカーニャ","ようき","M","3846","あく","へんげんじざい","ひっかく","しっぽをふる","このは","(なし)","(なし)","294","319","176","178","176","379","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","True","Egg","95625F6D","F0220049","31","31","31","31","31","31","1059860","100","6","252","0","0","0","252","0","0","0","0","0","0","i","4","0","0","0","0","1","0","False","False","False","False","4120","43968","3005","35","30","40","0","0","0","0","0","ひっかく","しっぽをふる","このは","(なし)","35613","255","2026","5","14","2026","5","14"
"main @ [17] (Box 17)-02: 0908 - マスカーニャ - 289C5CE6299B.pk9","マスカーニャ","マスカーニャ","いじっぱり","M","1660","あく","へんげんじざい","ひっかく","しっぽをふる","このは","(なし)","(なし)","294","350","176","178","176","345","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","True","Egg","5CE6299B","7B9C1C58","31","31","31","31","31","31","1059860","100","6","252","0","0","0","252","0","0","0","0","0","0","i","4","0","0","0","0","1","0","False","False","False","False","4120","43968","3005","35","30","40","0","0","0","0","0","ひっかく","しっぽをふる","このは","(なし)","10396","255","2026","5","14","2026","5","14"
"main @ [17] (Box 17)-10: 0908 - マスカーニャ - F6A17A347AE5.pk9","マスカーニャ","マスカーニャ","いじっぱり","F","2709","あく","へんげんじざい","トリックフラワー","はたきおとす","トリプルアクセル","とんぼがえり","こだわりスカーフ","294","350","176","178","176","345","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","True","Egg","7A347AE5","C6EF6FBF","31","31","31","31","31","31","1059860","100","6","252","0","0","0","252","0","0","0","0","0","0","i","4","1","0","0","0","1","0","False","False","False","False","4120","43968","3005","16","32","16","32","3","3","3","3","ひっかく","しっぽをふる","このは","(なし)","63137","255","2026","5","14","2026","5","14"
"main @ [29] (Box 29)-25: 0908 - マスカーニャ - 28B47A347AE5.pk9","マスカーニャ","マスカーニャ","おくびょう","F","1656","あく","へんげんじざい","トリックフラワー","はなふぶき","じこあんじ","みがわり","(なし)","356","230","177","198","176","379","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","True","Egg","7A347AE5","2F034880","31","31","31","31","31","31","1059860","100","252","0","6","0","0","252","0","0","0","0","0","0","i","4","1","0","0","0","1","0","False","False","False","False","4120","43968","3005","16","24","16","16","3","3","3","3","ひっかく","しっぽをふる","このは","(なし)","10420","255","2026","5","14","2026","5","14"
"main @ [17] (Box 17)-13: 0908 - マスカーニャ - FF4E998C5EE6.pk9","マスカーニャ","マスカーニャ","いじっぱり","M","3017","あく","へんげんじざい","トリックフラワー","はたきおとす","トリプルアクセル","とんぼがえり","こだわりスカーフ","294","350","176","178","176","345","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","True","Egg","998C5EE6","C1F27D6B","31","31","31","31","31","31","1059860","100","6","252","0","0","0","252","0","0","0","0","0","0","i","4","0","0","0","0","1","0","False","False","False","False","4120","43968","3005","16","32","16","32","3","3","3","3","ひっかく","しっぽをふる","このは","(なし)","65358","255","2026","5","14","2026","5","14"
"main @ [17] (Box 17)-07: 0908 - マスカーニャ - 100156E55869.pk9","マスカーニャ","マスカーニャ","いじっぱり","M","0766","あく","へんげんじざい","トリックフラワー","はたきおとす","トリプルアクセル","とんぼがえり","こだわりスカーフ","294","350","176","178","176","345","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","True","Egg","56E55869","BB3194DF","31","31","31","31","31","31","1059860","100","6","252","0","0","0","252","0","0","0","0","0","0","i","4","0","0","0","0","1","0","False","False","False","False","4120","43968","3005","16","32","16","32","3","3","3","3","ひっかく","しっぽをふる","このは","(なし)","4097","255","2026","5","14","2026","5","14"
"main @ [30] (Box 30)-10: 0855 - ポットデス - DC6DDA226355.pk9","ポットデス","ポットデス","おくびょう","-","1953","ドラゴン","くだけるよろい","シャドーボール","アシストパワー","からをやぶる","バトンタッチ","メンタルハーブ","324","121","166","305","264","262","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","True","Egg","DA226355","8453FE4F","31","0","31","31","31","31","1000000","100","252","0","0","6","0","252","0","0","0","0","0","0","","1","2","0","0","0","1","0","False","False","False","False","4120","43968","3005","24","16","24","64","3","3","3","3","からにこもる","おどろかす","(なし)","(なし)","56429","100","2026","6","20","2026","6","20"
"main @ [30] (Box 30)-16: 1018 - ブリジュラス - 301A399B0BE8.pk9","ブリジュラス","ブリジュラス","ひかえめ","M","3273","ドラゴン","じきゅうりょく","ラスターカノン","りゅうせいぐん","１０まんボルト","はどうだん","こだわりスカーフ","322","193","296","383","166","269","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","True","Egg","399B0BE8","686CA4F9","31","0","31","31","31","31","1000000","100","6","0","0","252","0","252","0","0","0","0","0","0","i","1","0","0","0","0","1","0","False","False","False","False","4120","43968","3005","16","8","24","32","3","3","3","3","にらみつける","メタルクロー","(なし)","(なし)","12314","255","2026","5","14","2026","5","14"
"main @ [14] (Box 14)-08: 1018 - ブリジュラス - 757859BAC6AC.pk9","ブリジュラス","ブリジュラス","ひかえめ","M","2073","ドラゴン","じきゅうりょく","ラスターカノン","りゅうせいぐん","１０まんボルト","ステルスロック","しろいハーブ","384","193","297","383","166","206","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","True","Egg","59BAC6AC","669EE702","31","0","31","31","31","31","1000000","100","252","0","6","252","0","0","0","0","0","0","0","0","i","1","0","0","0","0","1","0","False","False","False","False","4120","43968","3005","16","8","24","32","3","3","3","3","にらみつける","メタルクロー","(なし)","(なし)","30072","255","2026","5","14","2026","5","14"
"main @ [31] (Box 31)-10: 1018 - ブリジュラス - 0C6B399B0BE8.pk9","ブリジュラス","ブリジュラス","ひかえめ","M","3168","ドラゴン","じきゅうりょく","ラスターカノン","りゅうせいぐん","１０まんボルト","はどうだん","こだわりスカーフ","322","193","296","383","166","269","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","True","Egg","399B0BE8","11DED7D8","31","0","31","31","31","31","1000000","100","6","0","0","252","0","252","0","0","0","0","0","0","i","1","0","0","0","0","1","0","False","False","False","False","4120","43968","3005","16","8","24","32","3","3","3","3","にらみつける","メタルクロー","(なし)","(なし)","3179","255","2026","5","14","2026","5","14"
"main @ [14] (Box 14)-13: 1018 - ブリジュラス - 5BD453BC8A14.pk9","ブリジュラス","ブリジュラス","ひかえめ","M","2844","ドラゴン","がんじょう","ラスターカノン","りゅうせいぐん","ステルスロック","ほえる","しろいハーブ","322","193","296","383","166","269","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","True","Egg","53BC8A14","F4A74568","31","0","31","31","31","31","1000000","100","6","0","0","252","0","252","0","0","0","0","0","0","i","2","0","0","0","0","1","0","False","False","False","False","4120","43968","3005","16","8","32","32","3","3","3","3","にらみつける","メタルクロー","(なし)","(なし)","23508","255","2026","5","14","2026","5","14"
"main @ [14] (Box 14)-14: 1018 - ブリジュラス - 16EF5D6E6C59.pk9","ブリジュラス","ブリジュラス","ひかえめ","M","3278","ドラゴン","じきゅうりょく","ラスターカノン","りゅうせいぐん","１０まんボルト","ステルスロック","しろいハーブ","384","193","297","383","166","206","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","True","Egg","5D6E6C59","15FFD918","31","0","31","31","31","31","1000000","100","252","0","6","252","0","0","0","0","0","0","0","0","i","1","0","0","0","0","1","0","False","False","False","False","4120","43968","3005","16","8","24","32","3","3","3","3","にらみつける","メタルクロー","(なし)","(なし)","5871","255","2026","5","14","2026","5","14"
"main @ [14] (Box 14)-02: 1018 - ブリジュラス - 41C9C3AED814.pk9","ブリジュラス","ブリジュラス","ひかえめ","M","3355","ドラゴン","じきゅうりょく","にらみつける","メタルクロー","(なし)","(なし)","(なし)","384","193","297","383","166","206","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","True","Egg","C3AED814","ADE77C50","31","0","31","31","31","31","1000000","100","252","0","6","252","0","0","0","0","0","0","0","0","i","1","0","0","0","0","1","0","False","False","False","False","4120","43968","3005","30","35","0","0","0","0","0","0","にらみつける","メタルクロー","(なし)","(なし)","16841","255","2026","5","14","2026","5","14"
"main @ [32] (Box 32)-23: 1018 - ブリジュラス - B002ECEAB259.pk9","ブリジュラス","ブリジュラス","ひかえめ","M","2036","ドラゴン","じきゅうりょく","ラスターカノン","りゅうせいぐん","エレクトロビーム","はどうだん","オボンのみ","384","193","296","383","166","207","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","True","Egg","ECEAB259","175B6813","31","0","31","31","31","31","1000000","100","252","0","0","252","0","6","0","0","0","0","0","0","i","1","0","0","0","0","1","0","False","False","False","False","4120","43968","3005","16","8","16","32","3","3","3","3","にらみつける","メタルクロー","(なし)","(なし)","45058","255","2026","5","14","2026","5","14"
"main @ [32] (Box 32)-09: 1018 - ブリジュラス - 2BE58D927CD2.pk9","ブリジュラス","ブリジュラス","おだやか","M","4060","ドラゴン","じきゅうりょく","ラスターカノン","りゅうせいぐん","１０まんボルト","ステルスロック","たべのこし","384","193","296","286","251","207","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","True","Egg","8D927CD2","B89B455B","31","0","31","31","31","31","1000000","100","252","0","0","0","252","6","0","0","0","0","0","0","i","1","0","0","0","0","1","0","False","False","False","False","4120","43968","3005","16","8","24","32","3","3","3","3","にらみつける","メタルクロー","(なし)","(なし)","11237","255","2026","5","14","2026","5","14"
"main @ [14] (Box 14)-17: 1018 - ブリジュラス - 8A631637F610.pk9","ブリジュラス","ブリジュラス","ひかえめ","F","1488","ドラゴン","じきゅうりょく","ラスターカノン","りゅうせいぐん","１０まんボルト","はどうだん","しろいハーブ","384","193","297","383","166","206","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","True","Egg","1637F610","03DC5EDF","31","0","31","31","31","31","1000000","100","252","0","6","252","0","0","0","0","0","0","0","0","i","1","1","0","0","0","1","0","False","False","False","False","4120","43968","3005","16","8","24","32","3","3","3","3","にらみつける","メタルクロー","(なし)","(なし)","35427","255","2026","5","14","2026","5","14"
"main @ [32] (Box 32)-29: 1018 - ブリジュラス - 146CB7C7F190.pk9","ブリジュラス","ブリジュラス","おだやか","M","3216","ドラゴン","じきゅうりょく","ラスターカノン","ミラーコート","ステルスロック","ほえる","たべのこし","384","193","297","286","251","206","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","True","Egg","B7C7F190","CE26072F","31","0","31","31","31","31","1000000","100","252","0","6","0","252","0","0","0","0","0","0","0","i","1","0","0","0","0","1","0","False","False","False","False","4120","43968","3005","16","32","32","32","3","3","3","3","にらみつける","メタルクロー","(なし)","(なし)","5228","255","2026","5","14","2026","5","14"
"main @ [30] (Box 30)-15: 1018 - ブリジュラス - 36AD399B0BE8.pk9","ブリジュラス","ブリジュラス","おだやか","M","4061","ドラゴン","じきゅうりょく","ラスターカノン","りゅうのはどう","エレクトロビーム","はどうだん","たべのこし","384","193","296","286","251","207","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","True","Egg","399B0BE8","9DCB6015","31","0","31","31","31","31","1000000","100","252","0","0","0","252","6","0","0","0","0","0","0","i","1","0","0","0","0","1","0","False","False","False","False","4120","43968","3005","16","16","16","32","3","3","3","3","にらみつける","メタルクロー","(なし)","(なし)","13997","255","2026","5","14","2026","5","14"
"main @ [14] (Box 14)-16: 1018 - ブリジュラス - 786673EBF412.pk9","ブリジュラス","ブリジュラス","ひかえめ","F","1173","ドラゴン","がんじょう","ラスターカノン","りゅうせいぐん","ステルスロック","ほえる","しろいハーブ","322","193","296","383","166","269","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","True","Egg","73EBF412","0EE247BD","31","0","31","31","31","31","1000000","100","6","0","0","252","0","252","0","0","0","0","0","0","i","2","1","0","0","0","1","0","False","False","False","False","4120","43968","3005","16","8","32","32","3","3","3","3","にらみつける","メタルクロー","(なし)","(なし)","30822","255","2026","5","14","2026","5","14"
"main @ [05] (Box 5)-07: 0896 - ブリザポス - 33657577CA92.pk9","ブリザポス","ブリザポス","ゆうかん","-","0226","あく","しろのいななき","てっぺき","あばれる","ちょうはつ","すてみタックル","(なし)","341","358","296","166","256","86","ナッペ山 (1)","－－－－－－－－－－","モンスターボール","i","スカーレット","Japanese","True","Static Encounter","7577CA92","82B08C95","31","31","31","31","31","31","1250000","100","0","0","0","0","0","0","0","0","0","0","0","0","i","1","2","0","0","0","70","0","False","False","False","False","4120","43968","3005","24","16","32","24","3","3","3","3","(なし)","(なし)","(なし)","(なし)","13157","255","1","1","1","2025","8","11"
"main @ [05] (Box 5)-10: 0896 - ブリザポス - D333E3373BAE.pk9","ブリザポス","ブリザポス","いじっぱり","-","3362","こおり","しろのいななき","あばれる","ちょうはつ","すてみタックル","つるぎのまい","(なし)","404","427","297","149","256","65","カンムリしんでん (カンムリせつげん)","－－－－－－－－－－","モンスターボール","i","ソード","Japanese","True","Static Encounter","E3373BAE","29A1FB89","31","31","31","31","31","0","1250000","100","252","252","6","0","0","0","0","0","0","0","0","0","i","1","2","0","0","0","75","0","False","False","False","False","49494","51587","141","10","20","15","20","0","0","0","0","(なし)","(なし)","(なし)","(なし)","54067","255","1","1","1","2024","5","1"
"main @ [12] (Box 12)-08: 0197 - ブラッキー - 3CF95A1B4F8A.pk9","ブラッキー","ブラッキー","ずぶとい","M","3629","ドラゴン","せいしんりょく","イカサマ","まもる","ねがいごと","あくび","たべのこし","394","121","350","156","297","166","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","True","Egg","5A1B4F8A","3CBADE63","31","0","31","31","31","31","1000000","100","252","0","252","0","6","0","0","0","0","0","0","0","i","4","0","0","0","0","1","0","False","False","False","False","4120","43968","3005","24","16","16","16","3","3","3","3","しっぽをふる","なきごえ","てだすけ","ほしがる","15609","255","2026","5","14","2026","5","14"
"main @ [12] (Box 12)-13: 0197 - ブラッキー - 07A445A2D2F8.pk9","ブラッキー","ブラッキー","ずぶとい","M","3912","ドラゴン","せいしんりょく","イカサマ","くろいまなざし","ほえる","つきのひかり","たべのこし","394","121","350","156","297","166","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","True","Egg","45A2D2F8","6510919A","31","0","31","31","31","31","1000000","100","252","0","252","0","6","0","0","0","0","0","0","0","i","4","0","0","0","0","1","0","False","False","False","False","4120","43968","3005","24","8","32","8","3","3","3","3","しっぽをふる","なきごえ","てだすけ","ほしがる","1956","255","2026","5","14","2026","5","14"
"main @ [12] (Box 12)-02: 0197 - ブラッキー - 493C20097521.pk9","ブラッキー","ブラッキー","ずぶとい","M","2248","ドラゴン","せいしんりょく","しっぽをふる","なきごえ","てだすけ","ほしがる","(なし)","394","121","350","156","297","166","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","True","Egg","20097521","C56B49EE","31","0","31","31","31","31","1000000","100","252","0","252","0","6","0","0","0","0","0","0","0","i","4","0","0","0","0","1","0","False","False","False","False","4120","43968","3005","30","40","20","25","0","0","0","0","しっぽをふる","なきごえ","てだすけ","ほしがる","18748","255","2026","5","14","2026","5","14"
"main @ [12] (Box 12)-14: 0197 - ブラッキー - 78D8AEFE3AD4.pk9","ブラッキー","ブラッキー","ずぶとい","M","0623","ドラゴン","せいしんりょく","イカサマ","まもる","ねがいごと","あくび","たべのこし","394","121","350","156","297","166","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","True","Egg","AEFE3AD4","3AA11C5B","31","0","31","31","31","31","1000000","100","252","0","252","0","6","0","0","0","0","0","0","0","i","4","0","0","0","0","1","0","False","False","False","False","4120","43968","3005","24","16","16","16","3","3","3","3","しっぽをふる","なきごえ","てだすけ","ほしがる","30936","255","2026","5","14","2026","5","14"
"main @ [12] (Box 12)-11: 0197 - ブラッキー - 3EAB0D1A08B4.pk9","ブラッキー","ブラッキー","ずぶとい","F","2508","ドラゴン","せいしんりょく","イカサマ","まもる","ねがいごと","あくび","たべのこし","394","121","350","156","297","166","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","True","Egg","0D1A08B4","4CCCD001","31","0","31","31","31","31","1000000","100","252","0","252","0","6","0","0","0","0","0","0","0","i","4","1","0","0","0","1","0","False","False","False","False","4120","43968","3005","24","16","16","16","3","3","3","3","しっぽをふる","なきごえ","てだすけ","ほしがる","16043","255","2026","5","14","2026","5","14"
"main @ [12] (Box 12)-16: 0197 - ブラッキー - 183552D8939C.pk9","ブラッキー","ブラッキー","ずぶとい","F","3978","ドラゴン","せいしんりょく","イカサマ","くろいまなざし","ほえる","つきのひかり","たべのこし","394","121","350","156","297","166","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","True","Egg","52D8939C","0FEEF74B","31","0","31","31","31","31","1000000","100","252","0","252","0","6","0","0","0","0","0","0","0","i","4","1","0","0","0","1","0","False","False","False","False","4120","43968","3005","24","8","32","8","3","3","3","3","しっぽをふる","なきごえ","てだすけ","ほしがる","6197","255","2026","5","14","2026","5","14"
"main @ [12] (Box 12)-17: 0197 - ブラッキー - EBF6483FC9FE.pk9","ブラッキー","ブラッキー","ずぶとい","F","0605","ドラゴン","せいしんりょく","イカサマ","まもる","ねがいごと","あくび","たべのこし","394","121","350","156","297","166","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","True","Egg","483FC9FE","F7B1D267","31","0","31","31","31","31","1000000","100","252","0","252","0","6","0","0","0","0","0","0","0","i","4","1","0","0","0","1","0","False","False","False","False","4120","43968","3005","24","16","16","16","3","3","3","3","しっぽをふる","なきごえ","てだすけ","ほしがる","60406","255","2026","5","14","2026","5","14"
"main @ [10] (Box 10)-01: 0443 - フカマル - 6FA44FCDD8E2.pk9","フカマル","フカマル","がんばりや","M","2869","かくとう","さめはだ","たいあたり","すなじごく","(なし)","(なし)","(なし)","12","6","5","5","5","5","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","True","Egg","4FCDD8E2","A1DA128B","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","i","4","0","0","0","0","1","0","False","False","False","False","4120","43968","3005","35","15","0","0","0","0","0","0","たいあたり","すなじごく","(なし)","(なし)","28580","255","2026","5","13","2026","5","13"
"main @ [16] (Box 16)-01: 0449 - ヒポポタス - F95B34E6737F.pk9","ヒポポタス","ヒポポタス","がんばりや","M","2638","かくとう","すなのちから","すなかけ","たいあたり","(なし)","(なし)","(なし)","12","6","6","5","5","5","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","True","Egg","34E6737F","955831B1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","i","4","0","0","0","0","1","0","False","False","False","False","4120","43968","3005","15","35","0","0","0","0","0","0","すなかけ","たいあたり","(なし)","(なし)","63835","255","2026","5","14","2026","5","14"
"main @ [11] (Box 11)-01: 0004 - ヒトカゲ - A37613D9EDA2.pk9","ヒトカゲ","ヒトカゲ","がんばりや","M","3628","かくとう","サンパワー","ひっかく","なきごえ","(なし)","(なし)","(なし)","11","6","5","6","6","6","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","True","Egg","13D9EDA2","3361D1AB","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","i","4","0","0","0","0","1","0","False","False","False","False","4120","43968","3005","35","40","0","0","0","0","0","0","ひっかく","なきごえ","(なし)","(なし)","41846","255","2026","5","14","2026","5","14"
"main @ [28] (Box 28)-01: 0747 - ヒドイデ - 04F85CC1871E.pk9","ヒドイデ","ヒドイデ","がんばりや","M","3332","かくとう","さいせいりょく","どくばり","つつく","(なし)","(なし)","(なし)","12","6","6","5","6","5","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","True","Egg","5CC1871E","00F1D0BF","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","i","4","0","0","0","0","1","0","False","False","False","False","4120","43968","3005","35","35","0","0","0","0","0","0","どくばり","つつく","(なし)","(なし)","1272","255","2026","5","14","2026","5","14"
"main @ [31] (Box 31)-21: 0036 - ピクシー - 90DEB845A70E.pk9","ピクシー","ピクシー","ずぶとい","F","3496","ドラゴン","てんねん","アシストパワー","コスモパワー","つきのひかり","バトンタッチ","(なし)","394","130","269","226","217","156","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","True","Egg","B845A70E","0F70D5F4","31","0","31","31","31","31","800000","100","252","0","252","0","6","0","0","0","0","0","0","0","i","4","1","0","0","0","1","0","False","False","False","False","4120","43968","3005","16","32","8","64","3","3","3","3","はたく","はねる","まねっこ","(なし)","37086","255","2026","5","17","2026","5","17"
"main @ [31] (Box 31)-22: 0036 - ピクシー - 6B11FEFCBEFA.pk9","ピクシー","ピクシー","ずぶとい","F","0995","ドラゴン","てんねん","ムーンフォース","コスモパワー","つきのひかり","バトンタッチ","(なし)","394","130","269","226","217","156","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","True","Egg","FEFCBEFA","788546B5","31","0","31","31","31","31","800000","100","252","0","252","0","6","0","0","0","0","0","0","0","i","4","1","0","0","0","1","0","False","False","False","False","4120","43968","3005","24","32","8","64","3","3","3","3","はたく","はねる","まねっこ","(なし)","27409","255","2026","5","17","2026","5","17"
"main @ [31] (Box 31)-20: 0036 - ピクシー - 88E8D65F6F13.pk9","ピクシー","ピクシー","ずぶとい","F","3518","ドラゴン","てんねん","ムーンフォース","アシストパワー","コスモパワー","つきのひかり","(なし)","394","130","269","226","217","156","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","True","Egg","D65F6F13","ECC23725","31","0","31","31","31","31","800000","100","252","0","252","0","6","0","0","0","0","0","0","0","i","4","1","0","0","0","1","0","False","False","False","False","4120","43968","3005","24","16","32","8","3","3","3","3","はたく","はねる","まねっこ","(なし)","35048","255","2026","5","17","2026","5","17"
"main @ [31] (Box 31)-19: 0173 - ピィ - A2D2D00B52F2.pk9","ピィ","ピィ","おくびょう","F","0858","はがね","フレンドガード","はたく","はねる","まねっこ","(なし)","(なし)","12","4","5","6","6","5","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","True","Egg","D00B52F2","7EEB4B4E","26","0","12","24","21","24","0","1","0","0","0","0","0","0","0","0","0","0","0","0","i","4","1","0","0","0","1","0","False","False","False","False","4120","43968","3005","35","40","20","0","0","0","0","0","はたく","はねる","まねっこ","(なし)","41682","255","2026","5","17","2026","5","17"
"main @ [30] (Box 30)-30: 0248 - バンギラス - C3C1B3008F2E.pk9","バンギラス","バンギラス","いじっぱり","M","0425","あく","すなおこし","いわなだれ","ワイドブレイカー","じしん","はたきおとす","(なし)","404","368","256","203","236","191","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","True","Egg","B3008F2E","8E2494B3","31","31","31","31","31","31","1250000","100","252","126","0","0","0","132","0","0","0","0","0","0","i","1","0","0","0","0","1","0","False","False","False","False","4120","43968","3005","16","24","16","32","3","3","3","3","たいあたり","にらみつける","(なし)","(なし)","50113","255","2026","6","13","2026","6","13"
"main @ [05] (Box 5)-24: 0898-02 - バドレックス - 9654492D4A7E.pk9","バドレックス","バドレックス","おくびょう","-","1687","ドラゴン","じんばいったい (レイスポス)","アストラルビット","ドレインキッス","ちょうはつ","わるだくみ","いのちのたま","348","157","196","423","236","438","カンムリしんでん (カンムリせつげん)","－－－－－－－－－－","モンスターボール","i","ソード","Japanese","True","Static Encounter","492D4A7E","89BCE0CA","31","0","31","31","31","31","1250000","100","30","0","0","228","0","252","0","0","0","0","0","0","i","1","2","2","0","0","80","0","False","False","False","False","49494","51587","141","8","16","32","32","3","3","3","3","(なし)","(なし)","(なし)","(なし)","38484","100","1","1","1","2024","9","24"
